"rs","effect","Site","country","in_lab","Ntotal","B_or_W","design","or_stat_test","effect_type","effect_size","ncontrol","ntreatment","outcomes1_2","outcome_c1","outcome_t1","outcome_c2","outcome_t2"
"ML1","Norm of reciprocity","wisc","USA",1,"96","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.07",41,55,"count yes (asked first, second) _ count no (asked first, second)",29,37,12,18
"ML1","Norm of reciprocity","wku","USA",1,"103","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.5",51,52,"count yes (asked first, second) _ count no (asked first, second)",35,23,16,29
"ML1","Norm of reciprocity","wl","USA",1,"90","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.04",49,41,"count yes (asked first, second) _ count no (asked first, second)",39,32,10,9
"ML1","Norm of reciprocity","wpi","USA",1,"86","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.13",36,50,"count yes (asked first, second) _ count no (asked first, second)",28,36,8,14
"ML1","Low vs. high category scales","abington","USA",1,"79","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.294669897640874",40,39,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",29,33,11,6
"ML1","Low vs. high category scales","brasilia","BRA",1,"113","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.956800377288068",63,50,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",43,50,20,0
"ML1","Low vs. high category scales","charles","CZE",1,"78","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.543190409867121",38,40,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",33,40,5,0
"ML1","Low vs. high category scales","conncoll","USA",1,"86","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.442102415119557",44,42,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",40,42,4,0
"ML1","Low vs. high category scales","csun","USA",0,"88","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.53574346230463",46,42,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",32,38,14,4
"ML1","Low vs. high category scales","help","MYS",1,"94","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.453854016900016",45,49,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",30,42,15,7
"ML1","Low vs. high category scales","ithaca","USA",1,"76","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.394023287822946",35,41,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",29,39,6,2
"ML1","Low vs. high category scales","jmu","USA",0,"163","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.436637974497412",91,72,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",83,72,8,0
"ML1","Low vs. high category scales","ku","TUR",0,"97","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","-0.164920289886835",43,54,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",42,51,1,3
"ML1","Low vs. high category scales","laurier","CAN",1,"103","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.600194900118832",45,58,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",38,58,7,0
"ML1","Low vs. high category scales","lse","GBR",1,"260","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.516516182583996",112,148,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",95,146,17,2
"ML1","Low vs. high category scales","luc","USA",1,"126","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.54971908130023",59,67,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",49,66,10,1
"ML1","Low vs. high category scales","mcdaniel","USA",0,"87","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.633815165703272",41,46,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",34,46,7,0
"ML1","Low vs. high category scales","msvu","CAN",1,"78","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.473551288717035",35,43,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",28,41,7,2
"ML1","Low vs. high category scales","mturk","USA",0,"983","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.510200544571759",473,510,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",287,423,186,87
"ML1","Low vs. high category scales","osu","USA",1,"99","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.431135491540531",49,50,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",39,47,10,3
"ML1","Low vs. high category scales","oxy","USA",1,"101","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.423999877254884",53,48,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",46,47,7,1
"ML1","Low vs. high category scales","pi","USA",0,"1261","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.48251178919077",595,666,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",421,596,174,70
"ML1","Low vs. high category scales","psu","USA",1,"90","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.419355830470926",45,45,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",39,44,6,1
"ML1","Low vs. high category scales","qccuny","USA",1,"100","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.611481681572268",47,53,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",34,50,13,3
"ML1","Low vs. high category scales","qccuny2","USA",1,"83","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.577213911676739",44,39,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",35,38,9,1
"ML1","Low vs. high category scales","sdsu","USA",1,"154","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.676937284625875",74,80,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",54,77,20,3
"ML1","Low vs. high category scales","swps","POL",1,"71","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.986013297183269",36,35,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",24,35,12,0
"ML1","Low vs. high category scales","swpson","POL",0,"127","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.312187752205163",60,67,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",52,64,8,3
"ML1","Low vs. high category scales","tamu","USA",1,"156","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.345108705649808",73,83,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",65,81,8,2
"ML1","Low vs. high category scales","tamuc","USA",1,"78","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.863896702317447",39,39,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",26,38,13,1
"ML1","Low vs. high category scales","tamuon","USA",0,"212","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.370377645793602",112,100,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",92,94,20,6
"ML1","Low vs. high category scales","tilburg","NLD",1,"80","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.836053780798585",35,45,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",24,44,11,1
"ML1","Low vs. high category scales","ufl","USA",1,"118","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.666807479288352",58,60,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",45,59,13,1
"ML1","Low vs. high category scales","unipd","ITA",0,"134","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.722175658808839",56,78,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",41,76,15,2
"ML1","Low vs. high category scales","uva","USA",1,"67","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.267261241912424",28,39,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",27,39,1,0
"ML1","Low vs. high category scales","vcu","USA",1,"99","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.557097419469227",42,57,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",33,55,9,2
"ML1","Low vs. high category scales","wisc","USA",1,"91","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.408779136105223",41,50,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",33,47,8,3
"ML1","Low vs. high category scales","wku","USA",1,"97","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.737237043098217",46,51,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",29,47,17,4
"ML1","Low vs. high category scales","wl","USA",1,"89","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.232495277487639",37,52,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",36,52,1,0
"ML1","Low vs. high category scales","wpi","USA",1,"81","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.320361637758594",40,41,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",38,41,2,0
"ML1","Gender math attitude","abington","USA",1,"77","Between","control vs. treatment","Independent samples t-test","d","0.8",24,53,"mean _ SD",0.080815108631681,0.4541,0.46225,0.46702
"ML1","Gender math attitude","brasilia","BRA",1,"113","Between","control vs. treatment","Independent samples t-test","d","0.36",48,65,"mean _ SD",0.3998,0.5703,0.51629,0.42296
"ML1","Gender math attitude","charles","CZE",1,"80","Between","control vs. treatment","Independent samples t-test","d","0.91",22,58,"mean _ SD",0.3402,0.7351,0.45266,0.41878
"ML1","Gender math attitude","conncoll","USA",1,"86","Between","control vs. treatment","Independent samples t-test","d","0.5",29,57,"mean _ SD",0.359331715867521,0.5776,0.40935,0.46347
"ML1","Gender math attitude","csun","USA",0,"88","Between","control vs. treatment","Independent samples t-test","d","0.01",16,72,"mean _ SD",0.3138,0.323081917518175,0.48786,0.506
"ML1","Gender math attitude","help","MYS",1,"97","Between","control vs. treatment","Independent samples t-test","d","0.19",28,69,"mean _ SD",0.2594,0.341,0.43969,0.43487
"ML1","Gender math attitude","ithaca","USA",1,"88","Between","control vs. treatment","Independent samples t-test","d","0.56",17,71,"mean _ SD",0.2746,0.5599,0.55742,0.45667
"ML1","Gender math attitude","jmu","USA",0,"167","Between","control vs. treatment","Independent samples t-test","d","0.8",30,137,"mean _ SD",0.1017,0.5149,0.54207,0.48893
"ML1","Gender math attitude","ku","TUR",0,"105","Between","control vs. treatment","Independent samples t-test","d","0.88",41,64,"mean _ SD",0.11,0.5115,0.4199,0.49067
"ML1","Gender math attitude","laurier","CAN",1,"108","Between","control vs. treatment","Independent samples t-test","d","0.97",49,59,"mean _ SD",0.1692,0.5804,0.44007,0.4103
"ML1","Gender math attitude","lse","GBR",1,"267","Between","control vs. treatment","Independent samples t-test","d","0.77",91,176,"mean _ SD",0.1601,0.522518316188212,0.48268,0.45267
"ML1","Gender math attitude","luc","USA",1,"141","Between","control vs. treatment","Independent samples t-test","d","0.85",20,121,"mean _ SD",0.096516818469274,0.480480777295041,0.46039,0.45052
"ML1","Gender math attitude","mcdaniel","USA",0,"91","Between","control vs. treatment","Independent samples t-test","d","0.61",20,71,"mean _ SD",0.2505,0.561149339293653,0.53796,0.4578
"ML1","Gender math attitude","msvu","CAN",1,"61","Between","control vs. treatment","Independent samples t-test","d","0.37",9,52,"mean _ SD",0.4477,0.6373,0.54227,0.47858
"ML1","Gender math attitude","mturk","USA",0,"894","Between","control vs. treatment","Independent samples t-test","d","0.55",410,484,"mean _ SD",0.3324,0.5855,0.46825,0.4534
"ML1","Gender math attitude","osu","USA",1,"90","Between","control vs. treatment","Independent samples t-test","d","0.61",30,60,"mean _ SD",0.1155,0.3706,0.41391,0.42009
"ML1","Gender math attitude","oxy","USA",1,"117","Between","control vs. treatment","Independent samples t-test","d","0.61",32,85,"mean _ SD",0.2648,0.5843,0.52889,0.51431
"ML1","Gender math attitude","pi","USA",0,"1236","Between","control vs. treatment","Independent samples t-test","d","0.62",427,809,"mean _ SD",0.3221,0.6133,0.49878,0.4393
"ML1","Gender math attitude","psu","USA",1,"89","Between","control vs. treatment","Independent samples t-test","d","0.58",15,74,"mean _ SD",0.1792,0.4634,0.46197,0.5121
"ML1","Gender math attitude","qccuny","USA",1,"93","Between","control vs. treatment","Independent samples t-test","d","0.3",19,74,"mean _ SD",0.1957,0.352510888957218,0.56615,0.48612
"ML1","Gender math attitude","sdsu","USA",1,"155","Between","control vs. treatment","Independent samples t-test","d","0.47",38,117,"mean _ SD",0.2236,0.468997426138379,0.48509,0.54754
"ML1","Gender math attitude","swps","POL",1,"76","Between","control vs. treatment","Independent samples t-test","d","0.41",25,51,"mean _ SD",0.366316114073169,0.5143,0.39446,0.33057
"ML1","Gender math attitude","swpson","POL",0,"165","Between","control vs. treatment","Independent samples t-test","d","0.57",53,112,"mean _ SD",0.238366822343184,0.508011653736065,0.51466,0.43339
"ML1","Gender math attitude","tamu","USA",1,"179","Between","control vs. treatment","Independent samples t-test","d","0.4",58,121,"mean _ SD",0.2361,0.4202,0.45156,0.46469
"ML1","Gender math attitude","tamuc","USA",1,"84","Between","control vs. treatment","Independent samples t-test","d","0.66",15,69,"mean _ SD",0.2778,0.5589,0.43357,0.42347
"ML1","Gender math attitude","tamuon","USA",0,"208","Between","control vs. treatment","Independent samples t-test","d","0.12",45,163,"mean _ SD",0.2228,0.2855,0.5552,0.52236
"ML1","Gender math attitude","tilburg","NLD",1,"78","Between","control vs. treatment","Independent samples t-test","d","0.11",20,58,"mean _ SD",0.4287,0.4856,0.48426,0.54784
"ML1","Gender math attitude","ufl","USA",1,"125","Between","control vs. treatment","Independent samples t-test","d","0.7",31,94,"mean _ SD",0.031191356028753,0.4189,0.54673,0.55481
"ML1","Gender math attitude","unipd","ITA",0,"134","Between","control vs. treatment","Independent samples t-test","d","0.76",48,86,"mean _ SD",0.11325861356907,0.4672,0.46078,0.4759
"ML1","Gender math attitude","uva","USA",1,"81","Between","control vs. treatment","Independent samples t-test","d","1.1",24,57,"mean _ SD",0.099233176153454,0.6234,0.52187,0.43177
"ML1","Gender math attitude","vcu","USA",1,"101","Between","control vs. treatment","Independent samples t-test","d","0.74",24,77,"mean _ SD",0.066430064933634,0.468606067368148,0.56549,0.51275
"ML1","Gender math attitude","wisc","USA",1,"91","Between","control vs. treatment","Independent samples t-test","d","0.77",16,75,"mean _ SD",0.243965628029107,0.6156,0.55066,0.41236
"ML1","Gender math attitude","wku","USA",1,"95","Between","control vs. treatment","Independent samples t-test","d","0.33",26,69,"mean _ SD",0.2286,0.4146,0.58358,0.53702
"ML1","Gender math attitude","wl","USA",1,"90","Between","control vs. treatment","Independent samples t-test","d","0.09",14,76,"mean _ SD",0.5344,0.5777,0.49916,0.45305
"ML1","Gender math attitude","wpi","USA",1,"84","Between","control vs. treatment","Independent samples t-test","d","0.53",42,42,"mean _ SD",0.1782,0.4346,0.43516,0.5335
"ML1","IAT correlation math","abington","USA",1,"75","Within","Implicit with explicit attitude","Correlation","r","0.191",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","brasilia","BRA",1,"111","Within","Implicit with explicit attitude","Correlation","r","0.443",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","charles","CZE",1,"79","Within","Implicit with explicit attitude","Correlation","r","0.28199999999999997",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","conncoll","USA",1,"84","Within","Implicit with explicit attitude","Correlation","r","0.497",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","csun","USA",0,"85","Within","Implicit with explicit attitude","Correlation","r","0.185",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","help","MYS",1,"93","Within","Implicit with explicit attitude","Correlation","r","0.34100000000000003",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","ithaca","USA",1,"83","Within","Implicit with explicit attitude","Correlation","r","0.39",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","jmu","USA",0,"159","Within","Implicit with explicit attitude","Correlation","r","0.498",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","ku","TUR",0,"101","Within","Implicit with explicit attitude","Correlation","r","0.28899999999999998",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","laurier","CAN",1,"99","Within","Implicit with explicit attitude","Correlation","r","0.38800000000000001",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","lse","GBR",1,"259","Within","Implicit with explicit attitude","Correlation","r","0.36299999999999999",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","luc","USA",1,"131","Within","Implicit with explicit attitude","Correlation","r","0.44800000000000001",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","mcdaniel","USA",0,"87","Within","Implicit with explicit attitude","Correlation","r","0.41799999999999998",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","msvu","CAN",1,"58","Within","Implicit with explicit attitude","Correlation","r","0.46400000000000002",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","mturk","USA",0,"871","Within","Implicit with explicit attitude","Correlation","r","0.32500000000000001",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","osu","USA",1,"87","Within","Implicit with explicit attitude","Correlation","r","0.252",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","oxy","USA",1,"110","Within","Implicit with explicit attitude","Correlation","r","0.38500000000000001",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","pi","USA",0,"1179","Within","Implicit with explicit attitude","Correlation","r","0.35",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","psu","USA",1,"86","Within","Implicit with explicit attitude","Correlation","r","0.39500000000000002",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","qccuny","USA",1,"93","Within","Implicit with explicit attitude","Correlation","r","0.43",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","sdsu","USA",1,"149","Within","Implicit with explicit attitude","Correlation","r","0.34599999999999997",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","swps","POL",1,"73","Within","Implicit with explicit attitude","Correlation","r","0.3",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","swpson","POL",0,"162","Within","Implicit with explicit attitude","Correlation","r","0.41599999999999998",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","tamu","USA",1,"175","Within","Implicit with explicit attitude","Correlation","r","0.29299999999999998",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","tamuc","USA",1,"82","Within","Implicit with explicit attitude","Correlation","r","0.315",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","tamuon","USA",0,"197","Within","Implicit with explicit attitude","Correlation","r","0.45600000000000002",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","tilburg","NLD",1,"76","Within","Implicit with explicit attitude","Correlation","r","0.33600000000000002",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","ufl","USA",1,"123","Within","Implicit with explicit attitude","Correlation","r","0.59899999999999998",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","unipd","ITA",0,"129","Within","Implicit with explicit attitude","Correlation","r","0.48",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","uva","USA",1,"78","Within","Implicit with explicit attitude","Correlation","r","0.54200000000000004",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","vcu","USA",1,"96","Within","Implicit with explicit attitude","Correlation","r","0.42599999999999999",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","wisc","USA",1,"87","Within","Implicit with explicit attitude","Correlation","r","0.54700000000000004",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","wku","USA",1,"89","Within","Implicit with explicit attitude","Correlation","r","0.372",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","wl","USA",1,"89","Within","Implicit with explicit attitude","Correlation","r","0.30599999999999999",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML1","IAT correlation math","wpi","USA",1,"80","Within","Implicit with explicit attitude","Correlation","r","0.32300000000000001",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Stroop effect","AshlandUniversity","USA",1,"84","Within","Repeated measurements","one sample t-test of std. mean diff","r","0.455402382",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Stroop effect","BradleyUniversity","USA",1,"119","Within","Repeated measurements","one sample t-test of std. mean diff","r","0.411475205",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Stroop effect","CarletonUniversity","CAN",1,"44","Within","Repeated measurements","one sample t-test of std. mean diff","r","0.485026929",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Stroop effect","Ithaca","USA",1,"91","Within","Repeated measurements","one sample t-test of std. mean diff","r","0.520246163",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Stroop effect","MiamiUniversity","USA",1,"96","Within","Repeated measurements","one sample t-test of std. mean diff","r","0.372214773",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Stroop effect","MichiganStateUniversity","USA",1,"318","Within","Repeated measurements","one sample t-test of std. mean diff","r","0.332263561",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Stroop effect","MontanaStateUniversity","USA",1,"124","Within","Repeated measurements","one sample t-test of std. mean diff","r","0.443281126",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Stroop effect","NovaSoutheasternUniversity","USA",1,"131","Within","Repeated measurements","one sample t-test of std. mean diff","r","0.405411164",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Stroop effect","OSUNewark","USA",1,"158","Within","Repeated measurements","one sample t-test of std. mean diff","r","0.473625585",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Stroop effect","PacificLutheranUniversity","USA",1,"101","Within","Repeated measurements","one sample t-test of std. mean diff","r","0.450246911",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Stroop effect","abington","USA",1,"117","Within","Repeated measurements","one sample t-test of std. mean diff","r","0.380597288",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Stroop effect","SDSU","USA",1,"142","Within","Repeated measurements","one sample t-test of std. mean diff","r","0.398979197",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Stroop effect","TAMU","USA",1,"178","Within","Repeated measurements","one sample t-test of std. mean diff","r","0.400988023",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Stroop effect","UCDavis","USA",1,"119","Within","Repeated measurements","one sample t-test of std. mean diff","r","0.385251525",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Stroop effect","UCRiverside","USA",1,"242","Within","Repeated measurements","one sample t-test of std. mean diff","r","0.478762772",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Stroop effect","UFL","USA",1,"137","Within","Repeated measurements","one sample t-test of std. mean diff","r","0.352543415",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Stroop effect","UniversityOfSouthernMississippi","USA",1,"89","Within","Repeated measurements","one sample t-test of std. mean diff","r","0.408933594",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Stroop effect","UniversityOfToronto","CAN",1,"81","Within","Repeated measurements","one sample t-test of std. mean diff","r","0.312704074",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Stroop effect","UVA","USA",1,"194","Within","Repeated measurements","one sample t-test of std. mean diff","r","0.400438887",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Stroop effect","VCU","USA",1,"95","Within","Repeated measurements","one sample t-test of std. mean diff","r","0.433165105",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Stroop effect","mturk","USA",0,"620","Within","Repeated measurements","one sample t-test of std. mean diff","r","0.376788873",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Power and Perspective","AshlandUniversity","USA",1,"84","Between","control vs. treatment","Independent samples t-test","d","0.01",53,31,"mean _ SD",3.698,3.71,1.716,1.755
"ML3","Power and Perspective","BradleyUniversity","USA",1,"112","Between","control vs. treatment","Independent samples t-test","d","0.41",63,49,"mean _ SD",3.857,4.469,1.625,1.26
"ML3","Power and Perspective","CarletonUniversity","CAN",1,"32","Between","control vs. treatment","Independent samples t-test","d","-0.27",17,15,"mean _ SD",4.059,3.643,1.56,1.447
"ML3","Power and Perspective","Ithaca","USA",1,"88","Between","control vs. treatment","Independent samples t-test","d","-0.23",50,38,"mean _ SD",4.12,3.784,1.438,1.475
"ML3","Power and Perspective","MiamiUniversity","USA",1,"89","Between","control vs. treatment","Independent samples t-test","d","-0.19",49,40,"mean _ SD",3.755,3.45,1.562,1.568
"ML3","Power and Perspective","MichiganStateUniversity","USA",1,"240","Between","control vs. treatment","Independent samples t-test","d","0.12",121,119,"mean _ SD",3.876,4.059,1.509,1.603
"ML3","Power and Perspective","MontanaStateUniversity","USA",1,"118","Between","control vs. treatment","Independent samples t-test","d","0.12",51,67,"mean _ SD",3.588,3.791,1.675,1.665
"ML3","Power and Perspective","NovaSoutheasternUniversity","USA",1,"126","Between","control vs. treatment","Independent samples t-test","d","0.24",64,62,"mean _ SD",3.778,4.194,1.773,1.668
"ML3","Power and Perspective","OSUNewark","USA",1,"125","Between","control vs. treatment","Independent samples t-test","d","0.29",68,57,"mean _ SD",3.279,3.789,1.718,1.74
"ML3","Power and Perspective","PacificLutheranUniversity","USA",1,"96","Between","control vs. treatment","Independent samples t-test","d","0.16",43,53,"mean _ SD",4.116,3.887,1.418,1.489
"ML3","Power and Perspective","abington","USA",1,"100","Between","control vs. treatment","Independent samples t-test","d","0.03",41,59,"mean _ SD",3.488,3.441,1.468,1.579
"ML3","Power and Perspective","SDSU","USA",1,"133","Between","control vs. treatment","Independent samples t-test","d","-0.01",72,61,"mean _ SD",3.917,3.902,1.634,1.578
"ML3","Power and Perspective","TAMU","USA",1,"170","Between","control vs. treatment","Independent samples t-test","d","0.07",83,87,"mean _ SD",3.841,3.941,1.567,1.467
"ML3","Power and Perspective","UCDavis","USA",1,"109","Between","control vs. treatment","Independent samples t-test","d","0.18",52,57,"mean _ SD",3.288,3.561,1.419,1.559
"ML3","Power and Perspective","UCRiverside","USA",1,"232","Between","control vs. treatment","Independent samples t-test","d","0.02",116,116,"mean _ SD",3.513,3.544,1.423,1.662
"ML3","Power and Perspective","UFL","USA",1,"129","Between","control vs. treatment","Independent samples t-test","d","0.21",59,70,"mean _ SD",3.61,3.943,1.587,1.587
"ML3","Power and Perspective","UniversityOfSouthernMississippi","USA",1,"82","Between","control vs. treatment","Independent samples t-test","d","-0.39",41,41,"mean _ SD",3.951,3.341,1.516,1.606
"ML3","Power and Perspective","UniversityOfToronto","CAN",1,"64","Between","control vs. treatment","Independent samples t-test","d","-0.11",27,37,"mean _ SD",3.852,3.676,1.486,1.668
"ML3","Power and Perspective","UVA","USA",1,"177","Between","control vs. treatment","Independent samples t-test","d","0.03",91,86,"mean _ SD",3.867,3.906,1.486,1.419
"ML3","Power and Perspective","VCU","USA",1,"91","Between","control vs. treatment","Independent samples t-test","d","0.2",40,51,"mean _ SD",3.75,4.059,1.581,1.489
"ML3","Power and Perspective","mturk","USA",0,"591","Between","control vs. treatment","Independent samples t-test","d","-0.06",306,285,"mean _ SD",3.762,3.665,1.488,1.505
